1.865866473654400835e-15,8.481211243883639040e-17,1.590227108228182351e-16,1.060151405485454880e-17,5.300757027427274831e-16,0.000000000000000000e+00,2.226317951519455587e-16,1.378196827131091436e-16,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.752500000000000000e+04,3.000000000000000000e+00
1.356993799021382246e-15,6.360908432912729896e-17,1.484211967679637140e-16,0.000000000000000000e+00,4.134590481393273816e-16,3.180454216456364948e-17,3.074439075907819737e-16,1.060151405485454942e-16,1.060151405485454880e-17,0.000000000000000000e+00,0.000000000000000000e+00,1.752500000000000000e+04,3.000000000000000000e+00
1.622031650392746382e-15,6.360908432912729896e-17,2.014287670422364179e-16,0.000000000000000000e+00,6.466923573461274860e-16,2.120302810970909760e-17,1.696242248776727808e-16,1.378196827131091436e-16,0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00,1.752500000000000000e+04,3.000000000000000000e+00
1.028346863320891230e-15,7.421059838398185700e-17,7.421059838398185700e-17,0.000000000000000000e+00,7.951135541140912247e-16,2.120302810970909760e-17,1.590227108228182351e-16,1.272181686582545979e-16,1.060151405485454880e-17,0.000000000000000000e+00,3.000000000000000000e+00,1.752500000000000000e+04,3.000000000000000000e+00
1.558422566063618911e-15,4.240605621941819520e-17,1.590227108228182351e-16,0.000000000000000000e+00,5.300757027427274831e-16,1.060151405485454880e-17,1.802257389325273758e-16,1.484211967679637140e-16,0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00,1.752500000000000000e+04,3.000000000000000000e+00
1.844663445544691152e-15,1.060151405485454942e-16,1.590227108228182351e-16,0.000000000000000000e+00,3.922560200296182902e-16,5.300757027427274708e-17,1.802257389325273758e-16,2.120302810970909883e-16,0.000000000000000000e+00,0.000000000000000000e+00,3.000000000000000000e+00,1.752500000000000000e+04,3.000000000000000000e+00
1.897671015818964374e-15,1.166166546034000522e-16,1.590227108228182351e-16,0.000000000000000000e+00,3.180454216456364702e-16,3.180454216456364948e-17,1.802257389325273758e-16,1.272181686582545979e-16,0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00,1.752500000000000000e+04,3.000000000000000000e+00
2.236919465574309837e-15,1.272181686582545979e-16,2.014287670422364179e-16,0.000000000000000000e+00,2.968423935359274280e-16,1.060151405485454880e-17,3.604514778650547516e-16,1.590227108228182351e-16,0.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000000e+00,1.752500000000000000e+04,3.000000000000000000e+00
1.728046790941291445e-15,1.378196827131091436e-16,8.481211243883639040e-17,0.000000000000000000e+00,6.466923573461274860e-16,4.240605621941819520e-17,1.802257389325273758e-16,1.908272529873819215e-16,2.120302810970909760e-17,0.000000000000000000e+00,4.000000000000000000e+00,1.752500000000000000e+04,3.000000000000000000e+00
1.356993799021382246e-15,1.484211967679637140e-16,1.060151405485454942e-16,0.000000000000000000e+00,5.088726746330183917e-16,2.120302810970909760e-17,2.226317951519455587e-16,1.484211967679637140e-16,0.000000000000000000e+00,1.060151405485454880e-17,3.000000000000000000e+00,1.752500000000000000e+04,3.000000000000000000e+00
